1.745097160339355469e+00	3.528594970703125000e-05	3.552436828613281250e-05	3.480911254882812500e-05	3.528594970703125000e-05	3.385543823242187500e-05	3.242492675781250000e-05	3.671646118164062500e-05	5.006790161132812500e-05	3.480911254882812500e-05
1.738117694854736328e+00	3.552436828613281250e-05	3.600120544433593750e-05	3.528594970703125000e-05	3.647804260253906250e-05	3.433227539062500000e-05	3.647804260253906250e-05	3.623962402343750000e-05	3.480911254882812500e-05	3.719329833984375000e-05
1.762051105499267578e+00	3.576278686523437500e-05	4.959106445312500000e-05	3.457069396972656250e-05	3.528594970703125000e-05	3.337860107421875000e-05	3.409385681152343750e-05	3.480911254882812500e-05	3.457069396972656250e-05	3.504753112792968750e-05
1.759286880493164062e+00	3.385543823242187500e-05	3.361701965332031250e-05	3.647804260253906250e-05	3.576278686523437500e-05	3.409385681152343750e-05	3.480911254882812500e-05	4.601478576660156250e-05	3.528594970703125000e-05	3.504753112792968750e-05
1.738687276840209961e+00	3.528594970703125000e-05	3.266334533691406250e-05	3.504753112792968750e-05	3.433227539062500000e-05	3.409385681152343750e-05	3.528594970703125000e-05	3.647804260253906250e-05	3.433227539062500000e-05	3.361701965332031250e-05
1.745928049087524414e+00	3.480911254882812500e-05	3.600120544433593750e-05	3.361701965332031250e-05	3.266334533691406250e-05	3.457069396972656250e-05	3.528594970703125000e-05	3.528594970703125000e-05	3.528594970703125000e-05	3.504753112792968750e-05
1.748336553573608398e+00	3.528594970703125000e-05	3.361701965332031250e-05	3.409385681152343750e-05	3.266334533691406250e-05	3.695487976074218750e-05	3.838539123535156250e-05	3.623962402343750000e-05	3.385543823242187500e-05	3.504753112792968750e-05
1.761311292648315430e+00	3.552436828613281250e-05	3.671646118164062500e-05	3.409385681152343750e-05	3.600120544433593750e-05	3.242492675781250000e-05	3.862380981445312500e-05	3.528594970703125000e-05	3.504753112792968750e-05	3.170967102050781250e-05
1.756563186645507812e+00	3.147125244140625000e-05	3.433227539062500000e-05	3.433227539062500000e-05	3.647804260253906250e-05	4.529953002929687500e-05	3.361701965332031250e-05	3.480911254882812500e-05	3.385543823242187500e-05	3.623962402343750000e-05
1.737926006317138672e+00	3.314018249511718750e-05	3.576278686523437500e-05	3.361701965332031250e-05	3.647804260253906250e-05	3.361701965332031250e-05	3.480911254882812500e-05	3.433227539062500000e-05	3.409385681152343750e-05	3.552436828613281250e-05
1.733876705169677734e+00	3.361701965332031250e-05	3.457069396972656250e-05	3.504753112792968750e-05	3.290176391601562500e-05	3.266334533691406250e-05	3.409385681152343750e-05	4.053115844726562500e-05	3.814697265625000000e-05	5.865097045898437500e-05
1.741672515869140625e+00	3.552436828613281250e-05	3.361701965332031250e-05	3.552436828613281250e-05	4.816055297851562500e-05	3.504753112792968750e-05	3.504753112792968750e-05	3.433227539062500000e-05	3.480911254882812500e-05	3.337860107421875000e-05
1.818277359008789062e+00	4.744529724121093750e-05	3.790855407714843750e-05	3.457069396972656250e-05	3.600120544433593750e-05	3.480911254882812500e-05	3.480911254882812500e-05	3.600120544433593750e-05	3.385543823242187500e-05	3.337860107421875000e-05
1.723940134048461914e+00	3.552436828613281250e-05	3.528594970703125000e-05	3.647804260253906250e-05	3.457069396972656250e-05	5.173683166503906250e-05	3.457069396972656250e-05	3.480911254882812500e-05	3.552436828613281250e-05	3.314018249511718750e-05
1.733658552169799805e+00	3.552436828613281250e-05	3.528594970703125000e-05	3.504753112792968750e-05	3.600120544433593750e-05	3.504753112792968750e-05	3.457069396972656250e-05	3.433227539062500000e-05	3.528594970703125000e-05	3.433227539062500000e-05
1.744995355606079102e+00	3.457069396972656250e-05	3.457069396972656250e-05	3.385543823242187500e-05	3.552436828613281250e-05	3.385543823242187500e-05	3.933906555175781250e-05	3.361701965332031250e-05	3.576278686523437500e-05	3.385543823242187500e-05
1.747414112091064453e+00	3.504753112792968750e-05	3.290176391601562500e-05	3.480911254882812500e-05	3.886222839355468750e-05	3.623962402343750000e-05	3.385543823242187500e-05	3.337860107421875000e-05	3.266334533691406250e-05	3.290176391601562500e-05
1.754560947418212891e+00	3.361701965332031250e-05	3.623962402343750000e-05	3.910064697265625000e-05	3.480911254882812500e-05	3.671646118164062500e-05	3.385543823242187500e-05	3.457069396972656250e-05	3.385543823242187500e-05	3.743171691894531250e-05
1.724532842636108398e+00	3.433227539062500000e-05	3.409385681152343750e-05	3.743171691894531250e-05	3.504753112792968750e-05	3.528594970703125000e-05	3.290176391601562500e-05	3.314018249511718750e-05	3.552436828613281250e-05	3.480911254882812500e-05
1.750253915786743164e+00	3.552436828613281250e-05	3.361701965332031250e-05	3.528594970703125000e-05	3.480911254882812500e-05	3.814697265625000000e-05	3.457069396972656250e-05	3.433227539062500000e-05	3.600120544433593750e-05	3.457069396972656250e-05
1.757158041000366211e+00	3.576278686523437500e-05	3.671646118164062500e-05	3.480911254882812500e-05	3.504753112792968750e-05	3.695487976074218750e-05	3.528594970703125000e-05	3.457069396972656250e-05	3.457069396972656250e-05	3.457069396972656250e-05
1.766238689422607422e+00	3.647804260253906250e-05	3.576278686523437500e-05	3.314018249511718750e-05	3.576278686523437500e-05	3.433227539062500000e-05	4.959106445312500000e-05	3.623962402343750000e-05	3.457069396972656250e-05	3.457069396972656250e-05
1.833464384078979492e+00	3.266334533691406250e-05	3.862380981445312500e-05	3.409385681152343750e-05	4.696846008300781250e-05	3.290176391601562500e-05	3.457069396972656250e-05	3.337860107421875000e-05	3.433227539062500000e-05	3.361701965332031250e-05
1.722184896469116211e+00	3.576278686523437500e-05	3.457069396972656250e-05	3.361701965332031250e-05	3.528594970703125000e-05	3.600120544433593750e-05	3.767013549804687500e-05	3.457069396972656250e-05	3.671646118164062500e-05	3.194808959960937500e-05
1.794925451278686523e+00	3.528594970703125000e-05	6.055831909179687500e-05	3.290176391601562500e-05	3.409385681152343750e-05	3.504753112792968750e-05	3.290176391601562500e-05	3.647804260253906250e-05	3.457069396972656250e-05	3.695487976074218750e-05
1.752050876617431641e+00	3.361701965332031250e-05	3.695487976074218750e-05	3.504753112792968750e-05	3.600120544433593750e-05	3.600120544433593750e-05	3.457069396972656250e-05	3.528594970703125000e-05	3.433227539062500000e-05	3.480911254882812500e-05
1.753707647323608398e+00	3.528594970703125000e-05	3.480911254882812500e-05	3.433227539062500000e-05	3.385543823242187500e-05	3.290176391601562500e-05	3.647804260253906250e-05	3.910064697265625000e-05	3.457069396972656250e-05	7.319450378417968750e-05
1.750431776046752930e+00	3.552436828613281250e-05	3.576278686523437500e-05	4.553794860839843750e-05	3.528594970703125000e-05	4.649162292480468750e-05	3.480911254882812500e-05	3.719329833984375000e-05	3.504753112792968750e-05	3.361701965332031250e-05
1.811183929443359375e+00	3.552436828613281250e-05	3.480911254882812500e-05	3.337860107421875000e-05	3.528594970703125000e-05	3.671646118164062500e-05	3.242492675781250000e-05	3.385543823242187500e-05	3.361701965332031250e-05	3.600120544433593750e-05
1.738513708114624023e+00	3.552436828613281250e-05	3.290176391601562500e-05	4.816055297851562500e-05	3.409385681152343750e-05	3.552436828613281250e-05	3.314018249511718750e-05	3.361701965332031250e-05	4.768371582031250000e-05	3.290176391601562500e-05
1.738163232803344727e+00	3.576278686523437500e-05	3.314018249511718750e-05	3.480911254882812500e-05	3.480911254882812500e-05	3.314018249511718750e-05	3.314018249511718750e-05	3.337860107421875000e-05	3.480911254882812500e-05	3.457069396972656250e-05
1.749722480773925781e+00	3.504753112792968750e-05	3.433227539062500000e-05	4.792213439941406250e-05	3.552436828613281250e-05	3.457069396972656250e-05	3.480911254882812500e-05	3.480911254882812500e-05	3.290176391601562500e-05	3.194808959960937500e-05
1.762075901031494141e+00	3.361701965332031250e-05	3.385543823242187500e-05	3.695487976074218750e-05	3.480911254882812500e-05	3.409385681152343750e-05	3.361701965332031250e-05	3.266334533691406250e-05	3.337860107421875000e-05	3.314018249511718750e-05
1.759361982345581055e+00	3.528594970703125000e-05	3.337860107421875000e-05	3.457069396972656250e-05	3.409385681152343750e-05	3.433227539062500000e-05	3.266334533691406250e-05	3.671646118164062500e-05	3.767013549804687500e-05	3.528594970703125000e-05
1.759376287460327148e+00	3.433227539062500000e-05	3.623962402343750000e-05	3.552436828613281250e-05	3.504753112792968750e-05	3.314018249511718750e-05	3.385543823242187500e-05	3.743171691894531250e-05	4.029273986816406250e-05	3.671646118164062500e-05
1.760181903839111328e+00	3.552436828613281250e-05	3.361701965332031250e-05	3.743171691894531250e-05	3.504753112792968750e-05	4.029273986816406250e-05	3.433227539062500000e-05	3.814697265625000000e-05	3.361701965332031250e-05	3.361701965332031250e-05
1.751898527145385742e+00	3.194808959960937500e-05	3.623962402343750000e-05	3.480911254882812500e-05	3.576278686523437500e-05	3.480911254882812500e-05	3.433227539062500000e-05	3.361701965332031250e-05	3.457069396972656250e-05	3.266334533691406250e-05
1.763576507568359375e+00	3.600120544433593750e-05	3.480911254882812500e-05	3.337860107421875000e-05	3.409385681152343750e-05	3.504753112792968750e-05	3.266334533691406250e-05	3.242492675781250000e-05	3.361701965332031250e-05	3.600120544433593750e-05
1.727807521820068359e+00	3.623962402343750000e-05	3.600120544433593750e-05	3.576278686523437500e-05	3.528594970703125000e-05	3.361701965332031250e-05	3.409385681152343750e-05	3.337860107421875000e-05	3.433227539062500000e-05	3.457069396972656250e-05
1.735251903533935547e+00	3.743171691894531250e-05	3.194808959960937500e-05	3.695487976074218750e-05	3.480911254882812500e-05	3.457069396972656250e-05	3.385543823242187500e-05	3.290176391601562500e-05	3.719329833984375000e-05	3.480911254882812500e-05
1.743914365768432617e+00	3.409385681152343750e-05	3.480911254882812500e-05	3.266334533691406250e-05	3.337860107421875000e-05	3.647804260253906250e-05	3.433227539062500000e-05	3.337860107421875000e-05	3.433227539062500000e-05	3.361701965332031250e-05
1.758808135986328125e+00	3.409385681152343750e-05	3.576278686523437500e-05	3.600120544433593750e-05	3.576278686523437500e-05	3.504753112792968750e-05	3.385543823242187500e-05	3.218650817871093750e-05	3.552436828613281250e-05	3.385543823242187500e-05
1.744642734527587891e+00	3.552436828613281250e-05	3.409385681152343750e-05	3.504753112792968750e-05	3.647804260253906250e-05	3.504753112792968750e-05	3.504753112792968750e-05	3.361701965332031250e-05	3.480911254882812500e-05	3.337860107421875000e-05
1.819890975952148438e+00	3.457069396972656250e-05	3.361701965332031250e-05	3.528594970703125000e-05	3.504753112792968750e-05	3.409385681152343750e-05	3.600120544433593750e-05	3.314018249511718750e-05	3.385543823242187500e-05	4.935264587402343750e-05
1.742568254470825195e+00	3.337860107421875000e-05	3.361701965332031250e-05	3.576278686523437500e-05	3.576278686523437500e-05	3.480911254882812500e-05	4.720687866210937500e-05	3.218650817871093750e-05	3.266334533691406250e-05	3.361701965332031250e-05
1.766476869583129883e+00	3.385543823242187500e-05	3.600120544433593750e-05	3.790855407714843750e-05	4.124641418457031250e-05	3.719329833984375000e-05	3.623962402343750000e-05	3.981590270996093750e-05	3.552436828613281250e-05	3.385543823242187500e-05
1.828945636749267578e+00	3.361701965332031250e-05	3.552436828613281250e-05	3.886222839355468750e-05	3.528594970703125000e-05	3.314018249511718750e-05	3.552436828613281250e-05	3.600120544433593750e-05	3.314018249511718750e-05	3.552436828613281250e-05
