3.091682930185337130e-01	3.091682930185337130e-01	3.091682930185337130e-01	2.853528393639458427e-01	2.849582566155328123e-01	2.849582566155328123e-01	2.849582566155328123e-01	2.849582566155328123e-01	2.849582566155328123e-01	2.849582566155328123e-01	2.849582566155328123e-01
3.074485605413263545e-01	3.074485605413263545e-01	3.059939194207239588e-01	2.845098478625519012e-01	2.845098478625519012e-01	2.845098478625519012e-01	2.845098478625519012e-01	2.837890205961285384e-01	2.837890205961285384e-01	2.837890205961285384e-01	2.837890205961285384e-01
3.063515099612149073e-01	3.063515099612149073e-01	3.063515099612149073e-01	3.063515099612149073e-01	3.063515099612149073e-01	3.063515099612149073e-01	3.063515099612149073e-01	3.063515099612149073e-01	2.851404481463962748e-01	2.851404481463962748e-01	2.851404481463962748e-01
3.077473664524579267e-01	3.077473664524579267e-01	3.077473664524579267e-01	3.058221882039849904e-01	3.058221882039849904e-01	3.058221882039849904e-01	3.058221882039849904e-01	3.058221882039849904e-01	2.867508632968170379e-01	2.854955413124778407e-01	2.854955413124778407e-01
3.115084556618121781e-01	3.087573328403511175e-01	3.087573328403511175e-01	3.087573328403511175e-01	3.087573328403511175e-01	3.087573328403511175e-01	2.867514846300838194e-01	2.865232506183662542e-01	2.865232506183662542e-01	2.846596903271145229e-01	2.835919893149173587e-01
3.078983408032041624e-01	2.910177502969298335e-01	2.910177502969298335e-01	2.908058792653709923e-01	2.908058792653709923e-01	2.908058792653709923e-01	2.896527678075463408e-01	2.896527678075463408e-01	2.885551633256854265e-01	2.885551633256854265e-01	2.885551633256854265e-01
3.074100402870563187e-01	3.074100402870563187e-01	3.074100402870563187e-01	3.062865433066782050e-01	2.845690394892836372e-01	2.845690394892836372e-01	2.840438876489195796e-01	2.840438876489195796e-01	2.840438876489195796e-01	2.840438876489195796e-01	2.839138953372685736e-01
3.111303695524581525e-01	3.087012671461008551e-01	3.087012671461008551e-01	3.087012671461008551e-01	2.914577553970644219e-01	2.896078427632649555e-01	2.896078427632649555e-01	2.895928801912249773e-01	2.895928801912249773e-01	2.895928801912249773e-01	2.892769948400631952e-01
3.075787274524419135e-01	3.075787274524419135e-01	2.873417584583012885e-01	2.856641405760639851e-01	2.856641405760639851e-01	2.832626056189488373e-01	2.832626056189488373e-01	2.832626056189488373e-01	2.832626056189488373e-01	2.832626056189488373e-01	2.832626056189488373e-01
3.078129436030532240e-01	3.078129436030532240e-01	3.078129436030532240e-01	3.064983240281692889e-01	3.064983240281692889e-01	3.050436034347071557e-01	3.050436034347071557e-01	3.050436034347071557e-01	2.889945085602577679e-01	2.889945085602577679e-01	2.889945085602577679e-01
3.060465870481548500e-01	3.060465870481548500e-01	3.060465870481548500e-01	3.060465870481548500e-01	2.854274800329497097e-01	2.844707267452971644e-01	2.844707267452971644e-01	2.844707267452971644e-01	2.844707267452971644e-01	2.844707267452971644e-01	2.844707267452971644e-01
3.126568264431423549e-01	3.076856702265112764e-01	2.909036549654874237e-01	2.909036549654874237e-01	2.909036549654874237e-01	2.900643589520695564e-01	2.899504201580779261e-01	2.899504201580779261e-01	2.899504201580779261e-01	2.885282966825696849e-01	2.885282966825696849e-01
3.110477779850815416e-01	3.065848603393092064e-01	2.896075561793163278e-01	2.895861141609422651e-01	2.891962010451037957e-01	2.891962010451037957e-01	2.891962010451037957e-01	2.891962010451037957e-01	2.891962010451037957e-01	2.891962010451037957e-01	2.883008718490600586e-01
3.082737657758924388e-01	3.077845898541536895e-01	3.077845898541536895e-01	3.077845898541536895e-01	3.077845898541536895e-01	3.077845898541536895e-01	3.077845898541536895e-01	2.869870915557398705e-01	2.858615066065933186e-01	2.858615066065933186e-01	2.858615066065933186e-01
3.087056044376257358e-01	3.084292700796416042e-01	3.084292700796416042e-01	3.084292700796416042e-01	2.884262595513854555e-01	2.850573207392836372e-01	2.850573207392836372e-01	2.850573207392836372e-01	2.850573207392836372e-01	2.850573207392836372e-01	2.850573207392836372e-01
